0,25.879,-10.254,-21.973,-16.113,0
0.003949707,34.18,-1.953,-13.184,-29.785,0
0.007899414,35.645,-4.883,-12.695,-24.902,0
0.011849121,37.598,-8.789,-20.02,-20.508,0
0.015798828,57.129,-4.395,-19.531,-21.484,0
0.019748535,61.523,-7.324,-26.367,-28.32,0
0.023698242,68.359,-15.625,-37.598,-21.973,0
0.027647949,83.496,-27.344,-36.133,-12.207,0
0.031597657,79.102,-11.23,-37.109,-25.879,0
0.035547364,79.102,7.812,-33.203,-41.016,0
0.039497071,77.148,-0.977,-25.879,-28.32,0
0.043446778,62.988,-18.066,-21.973,-23.438,0
0.047396485,49.805,-10.254,-25.879,-26.855,0
0.051346192,43.457,-1.953,-24.414,-27.344,0
0.055295899,32.227,-11.719,-20.996,-19.531,0
0.059245606,27.832,-13.672,-14.16,-17.09,0
0.063195313,33.691,-18.555,-6.836,-24.902,0
0.06714502,28.32,-24.414,-9.766,-22.949,0
0.071094727,9.766,-36.621,-20.02,-19.043,0
0.075044434,-5.371,-38.574,-27.832,-22.461,0
0.078994141,-3.418,-2.93,-32.715,-28.809,0
0.082943848,0,1.953,-21.973,-26.367,0
0.086893555,-5.371,-11.23,-18.066,-24.902,0
0.090843262,-7.812,-13.672,-20.508,-20.508,0
0.09479297,-2.93,-23.926,-30.273,-11.23,0
0.098742677,-0.977,-32.715,-39.551,-8.789,0
0.102692384,-13.672,-37.109,-10.254,-5.371,0
0.106642091,-27.344,-34.18,-1.465,-4.883,0
0.110591798,-16.602,-26.855,-16.602,-3.906,0
0.114541505,-12.695,-23.438,-13.184,-6.836,0
0.118491212,-31.738,-30.762,-25.391,-2.441,0
0.122440919,-33.203,-31.738,-47.363,-7.812,0
0.126390626,-21.973,-11.719,-44.434,-25.391,0
0.130340333,-20.508,-4.395,-21.973,-30.273,0
0.13429004,-24.902,-10.254,-14.16,-22.461,0
0.138239747,-25.879,-0.977,-19.043,-23.438,0
0.142189454,-17.09,-2.93,-23.926,-26.855,0
0.146139161,-15.625,-16.113,-31.25,-20.508,0
0.150088868,-19.531,-20.02,-23.926,-20.996,0
0.154038575,-21.973,-13.184,-17.578,-20.508,0
0.157988283,-19.043,-12.695,-23.438,-16.602,0
0.16193799,-24.414,-22.949,-36.133,-6.836,0
0.165887697,-32.715,-34.668,-34.668,2.93,0
0.169837404,-33.203,-6.836,-21.973,-14.16,0
0.173787111,-28.809,4.883,-11.23,-24.414,0
0.177736818,-27.344,-14.648,-8.301,-10.742,0
0.181686525,-23.438,-16.602,-12.695,0.977,0
0.185636232,-26.367,-14.648,-11.23,-5.371,0
0.189585939,-33.691,-16.113,-9.766,-14.648,0
0.193535646,-33.203,-25.391,-33.691,-15.137,0
0.197485353,-33.691,-18.066,-30.273,-19.531,0
0.20143506,-50.293,-20.02,-7.812,-23.438,0
0.205384767,-59.082,-32.715,-6.348,-24.902,0
0.209334474,-52.246,-39.062,-8.301,-10.742,0
0.213284181,-46.387,-34.668,-19.043,-5.371,0
0.217233888,-43.945,-7.812,-39.551,-25.879,0
0.221183596,-33.691,-0.977,-44.434,-19.043,0
0.225133303,-26.367,-34.668,-22.461,12.695,0
0.22908301,-42.48,-13.672,-37.109,-18.066,0
0.233032717,-45.898,10.742,-54.688,-43.945,0
0.236982424,-49.805,6.836,-25.879,-36.621,0
0.240932131,-56.152,3.906,-11.23,-35.156,0
0.244881838,-50.781,0.488,-21.973,-36.621,0
0.248831545,-42.48,9.766,-33.203,-38.574,0
0.252781252,-41.504,0.977,-41.992,-42.969,0
0.256730959,-41.016,-10.742,-46.875,-32.227,0
0.260680666,-38.086,-1.465,-42.969,-29.785,0
0.264630373,-32.715,2.441,-47.852,-36.133,0
0.26858008,-28.32,-15.137,-62.5,-22.949,0
0.272529787,-40.527,-35.645,-59.082,-26.855,0
0.276479494,-41.992,-21.484,-58.594,-44.434,0
0.280429202,-29.785,-19.043,-43.945,-37.598,0
0.284378909,-21.973,-24.902,-33.203,-29.297,0
0.288328616,-15.137,-14.16,-47.852,-32.227,0
0.292278323,-7.812,-8.789,-43.457,-32.715,0
0.29622803,-3.906,-15.625,-35.156,-26.855,0
0.300177737,-2.441,-12.695,-32.227,-27.832,0
0.304127444,-7.812,-20.996,-31.25,-20.508,0
0.308077151,-13.184,-19.531,-41.504,-20.508,0
0.312026858,-0.488,-19.043,-48.828,-26.855,0
0.315976565,0.488,-43.457,-36.621,-14.16,0
0.319926272,-4.883,-29.785,-35.156,-11.23,0
0.323875979,-2.441,-7.812,-52.734,-23.926,0
